symbol,exchange,name,sector,industry,slug
1247,HK,Miko Intl,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",miko-international-holdings-ltd
1150,HK,Milan Station,Consumer Discretionary,Specialty Retail,milan-station-holdings-ltd
1667,HK,Milestone Builder,Industrials,Construction & Engineering,milestone-builder-holdings-ltd
8147,HK,Millennium Pacific Group Holdings,Consumer Discretionary,Household Durables,millennium-pacific-group-ltd
2892,HK,Million Cities,Real Estate,Real Estate Management & Development,million-cities-holdings
1897,HK,Million Hope,Industrials,Building Products,million-hope
8093,HK,Million Stars,Communication Services,Media,odella-leather-holdings-ltd
8511,HK,Min Fu International Holding,Information Technology,"Electronic Equipment, Instruments & Components",zhicheng-technology-group-ltd
0222,HK,Min Xin Holdings,Financial,Insurance,min-xin-holdings?cid=990155
8611,HK,Mindtell Tech,Information Technology,IT Services,mindtell-technology
3828,HK,Ming Fai Intl,Consumer Staples,Personal Products,ming-fai-international-holdings-ltd
0909,HK,Ming Yuan Cloud,Information Technology,Software,ming-yuan-cloud-group-holdings-ltd
0846,HK,Mingfa Group Int,Real Estate,Real Estate Management & Development,mingfa-group
0230,HK,Minmetals Land,Real Estate,Real Estate Management & Development,minmetals-land-ltd
1632,HK,Minshang Creative,Consumer Discretionary,"Hotels, Restaurants & Leisure",food-wise-holdings-ltd
1569,HK,Minsheng Education,Consumer Discretionary,Diversified Consumer Services,minsheng-education-group-co-ltd
0425,HK,Minth Group Ltd,Consumer Discretionary,Auto Components,minth-group
0071,HK,Miramar Hotel and Investment,Consumer Discretionary,"Hotels, Restaurants & Leisure",miramar-hotel-and-investment-co-ltd
1827,HK,Miricor Enterprises,Consumer Discretionary,Diversified Consumer Services,miricor-enterprises-holdings-ltd
1208,HK,MMG Ltd,Materials,Metals & Mining,mmg
0947,HK,Mobi Development,Information Technology,Communications Equipment,mobi-development-co-ltd-be
1213,HK,Mobicon,Information Technology,"Electronic Equipment, Instruments & Components",mobicon-group-ltd
1439,HK,Mobile Internet China,Materials,Containers & Packaging,china-packaging-holdings-developmen
1860,HK,Mobvista,Communication Services,Media,mobvista
0919,HK,Modern Beauty Salon Holdings,Consumer Discretionary,Diversified Consumer Services,modern-beauty-salon-holdings?cid=990528
1643,HK,Modern Chinese,Healthcare,Pharmaceuticals,modern-chinese-medicine
3600,HK,Modern Dental,Healthcare,Health Care Equipment & Supplies,modern-dental-group
1107,HK,Modern Land China,Real Estate,Real Estate Management & Development,modern-land-china-co-ltd
8426,HK,Modern Living,Real Estate,Real Estate Management & Development,modern-living
1942,HK,Mog,Consumer Discretionary,Specialty Retail,mog-holdings-ltd
0130,HK,Moiselle Intl,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",moiselle-international-holdings-ltd
1152,HK,Momentum Financial Holdings,Financial,Diversified Financial Services,infinity-financial-group-holdings-l
0276,HK,Mongolia Energy,Energy,"Oil, Gas & Consumable Fuels",mongolia-energ
0975,HK,Mongolian Mining Corp,Materials,Metals & Mining,mongolian-mining-corp?cid=990552
1400,HK,Moody Technology,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",wang-tai-holdings-ltd
2155,HK,Morimatsu International Holdings Co,Industrials,Machinery,morimatsu-international-holdings-co
1575,HK,Morris Holdings,Consumer Discretionary,Household Durables,morris-holdings-ltd
1653,HK,MOS House Group,Consumer Discretionary,Specialty Retail,mos-house-group
1716,HK,Most Kwai Chung,Communication Services,Media,most-kwai-chung-ltd
8186,HK,MResources,Materials,Paper & Forest Products,ir-resources
8447,HK,Ms Concept,Consumer Discretionary,"Hotels, Restaurants & Leisure",ms-concept-ltd
1451,HK,MS Group,Materials,Containers & Packaging,ms-group-holdings
0066,HK,MTR,Industrials,Road & Rail,mtr-corporation
1817,HK,Mulsanne Group Holding,Consumer Discretionary,Specialty Retail,mulsanne-group-holding-ltd
0898,HK,Multifield Intl,Real Estate,Real Estate Management & Development,multifield-international-holdings-l
3918,HK,Nagacorp Ltd,Consumer Discretionary,"Hotels, Restaurants & Leisure",nagacorp-ltd?cid=990963
1982,HK,Nameson,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",nameson-holdings-ltd
0680,HK,Nan Haioration,Communication Services,Entertainment,nan-hai-corporation-ltd
1229,HK,Nan Nan Resources Enterprise,Energy,"Oil, Gas & Consumable Fuels",nan-nan-resources-enterprise-ltd
1617,HK,Nanfang Communication,Information Technology,Communications Equipment,nanfang-communication-holdings-ltd
0553,HK,Nanjing Panda Electronics Co,Information Technology,Communications Equipment,nanjing-panda-electronics-co?cid=990338
1708,HK,Nanjing Sample Tech,Information Technology,"Electronic Equipment, Instruments & Components",nanjing-sample-technology-co-ltd
3332,HK,Nanjing Sinolife United,Consumer Staples,Personal Products,nanjing-sinolife-united-co-ltd
0212,HK,Nanyang,Real Estate,Real Estate Management & Development,nanyang-holdings-ltd
8607,HK,Narnia,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",narnia-hk
8228,HK,National Arts Entertainment,Communication Services,Entertainment,national-arts
0213,HK,National Electronics,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",national-electronics-holdings-ltd
1227,HK,National Invest,Financial,Capital Markets,national-invest
0254,HK,National United Resources Holdings,Industrials,Trading Companies & Distributors,national-united-resources-holdings
0157,HK,Natural Beauty Bio-Tech,Consumer Staples,Personal Products,natural-beauty-bio-technology-ltd
1837,HK,Natural Food International,Consumer Staples,Food Products,natural-food-international-holding
2150,HK,Nayuki Holdings,Consumer Discretionary,"Hotels, Restaurants & Leisure",nayuki-holdings
8167,HK,Neo Telemedia Ltd,Information Technology,"Electronic Equipment, Instruments & Components",neo-telemedia
